ref_date,geo,assets_and_debts,age,value
2016,"Toronto, Ontario",Other real estate,2,74383
2016,"Toronto, Ontario",Other real estate,3,61316
2016,"Toronto, Ontario",Other real estate,4,48097
2016,"Toronto, Ontario",Vehicles,0,6560
2016,"Toronto, Ontario",Vehicles,1,6697
2016,"Toronto, Ontario",Vehicles,2,9738
2016,"Toronto, Ontario",Vehicles,3,7504
2016,"Toronto, Ontario",Vehicles,4,4475
2016,"Toronto, Ontario",Other non-financial assets,0,9839
2016,"Toronto, Ontario",Other non-financial assets,1,6684
2016,"Toronto, Ontario",Other non-financial assets,2,11568
2016,"Toronto, Ontario",Other non-financial assets,3,12232
2016,"Toronto, Ontario",Other non-financial assets,4,11439
2016,"Toronto, Ontario",Equity in business,0,12119
2016,"Toronto, Ontario",Equity in business,1,13587
2016,"Toronto, Ontario",Equity in business,2,41385
2016,"Toronto, Ontario",Equity in business,3,27195
2016,"Toronto, Ontario",Equity in business,4,19758
2016,"Toronto, Ontario",Total debts,0,84278
2016,"Toronto, Ontario",Total debts,1,97901
2016,"Toronto, Ontario",Total debts,2,123609
2016,"Toronto, Ontario",Total debts,3,67147
2016,"Toronto, Ontario",Total debts,4,19991
2016,"Toronto, Ontario",Mortgages,0,75023
2016,"Toronto, Ontario",Mortgages,1,89675
2016,"Toronto, Ontario",Mortgages,2,105311
2016,"Toronto, Ontario",Mortgages,3,55019
2016,"Toronto, Ontario",Mortgages,4,15097
2016,"Toronto, Ontario",Mortgage on principal residence,0,61432
2016,"Toronto, Ontario",Mortgage on principal residence,1,79390
2016,"Toronto, Ontario",Mortgage on principal residence,2,83918
2016,"Toronto, Ontario",Mortgage on principal residence,3,41941
2016,"Toronto, Ontario",Mortgage on principal residence,4,11310
2016,"Toronto, Ontario",Mortgage on other real estate,0,NA
2016,"Toronto, Ontario",Mortgage on other real estate,1,NA
2016,"Toronto, Ontario",Mortgage on other real estate,2,21393
2016,"Toronto, Ontario",Mortgage on other real estate,3,13079
2016,"Toronto, Ontario",Mortgage on other real estate,4,NA
2016,"Toronto, Ontario",Line of credit,0,1673
2016,"Toronto, Ontario",Line of credit,1,2961
2016,"Toronto, Ontario",Line of credit,2,9271
2016,"Toronto, Ontario",Line of credit,3,7280
2016,"Toronto, Ontario",Line of credit,4,3345
2016,"Toronto, Ontario",Credit card and installment debt,0,1168
2016,"Toronto, Ontario",Credit card and installment debt,1,1574
2016,"Toronto, Ontario",Credit card and installment debt,2,2356
2016,"Toronto, Ontario",Credit card and installment debt,3,1855
2016,"Toronto, Ontario",Credit card and installment debt,4,409
2016,"Toronto, Ontario",Student loans,0,3988
2016,"Toronto, Ontario",Student loans,1,NA
2016,"Toronto, Ontario",Student loans,2,3268
2016,"Toronto, Ontario",Student loans,3,1637
2016,"Toronto, Ontario",Student loans,4,NA
2016,"Toronto, Ontario",Vehicle loans,0,2009
2016,"Toronto, Ontario",Vehicle loans,1,2544
2016,"Toronto, Ontario",Vehicle loans,2,3073
2016,"Toronto, Ontario",Vehicle loans,3,1129
2016,"Toronto, Ontario",Vehicle loans,4,NA
2016,"Toronto, Ontario",Other debt,0,NA
2016,"Toronto, Ontario",Other debt,1,NA
2016,"Toronto, Ontario",Other debt,2,NA
2016,"Toronto, Ontario",Other debt,3,NA
2016,"Toronto, Ontario",Other debt,4,NA
2016,"Toronto, Ontario",Net Worth (assets less debts),0,179719
2016,"Toronto, Ontario",Net Worth (assets less debts),1,226838
2016,"Toronto, Ontario",Net Worth (assets less debts),2,501586
2016,"Toronto, Ontario",Net Worth (assets less debts),3,536829
2016,"Toronto, Ontario",Net Worth (assets less debts),4,541746
1999,"Vancouver, British Columbia",Private pension assets,0,4183
1999,"Vancouver, British Columbia",Private pension assets,1,12764
1999,"Vancouver, British Columbia",Private pension assets,2,32101
1999,"Vancouver, British Columbia",Private pension assets,3,24181
1999,"Vancouver, British Columbia",Private pension assets,4,20358
1999,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,2773
1999,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,5581
1999,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,16556
1999,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,10834
1999,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,9121
1999,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),0,1410
1999,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),1,7183
1999,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),2,15545
1999,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),3,13347
1999,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),4,11237
1999,"Vancouver, British Columbia","Financial assets, non pension",0,3979
1999,"Vancouver, British Columbia","Financial assets, non pension",1,3920
1999,"Vancouver, British Columbia","Financial assets, non pension",2,11011
1999,"Vancouver, British Columbia","Financial assets, non pension",3,10943
1999,"Vancouver, British Columbia","Financial assets, non pension",4,17599
1999,"Vancouver, British Columbia",Deposits in financial institutions,0,1307
1999,"Vancouver, British Columbia",Deposits in financial institutions,1,1832
1999,"Vancouver, British Columbia",Deposits in financial institutions,2,2045
1999,"Vancouver, British Columbia",Deposits in financial institutions,3,1874
1999,"Vancouver, British Columbia",Deposits in financial institutions,4,7262
1999,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",0,861
1999,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",1,726
1999,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",2,2874
1999,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",3,1615
1999,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",4,2328
1999,"Vancouver, British Columbia",Stocks,0,759
1999,"Vancouver, British Columbia",Stocks,1,612
1999,"Vancouver, British Columbia",Stocks,2,3228
1999,"Vancouver, British Columbia",Stocks,3,5018
1999,"Vancouver, British Columbia",Stocks,4,5992
1999,"Vancouver, British Columbia",Bonds (saving and other),0,NA
1999,"Vancouver, British Columbia",Bonds (saving and other),1,122
1999,"Vancouver, British Columbia",Bonds (saving and other),2,906
1999,"Vancouver, British Columbia",Bonds (saving and other),3,412
1999,"Vancouver, British Columbia",Bonds (saving and other),4,863
1999,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),0,NA
1999,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),1,NA
1999,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),2,NA
1999,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),3,NA
1999,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),4,NA
1999,"Vancouver, British Columbia",Other financial assets,0,985
1999,"Vancouver, British Columbia",Other financial assets,1,628
1999,"Vancouver, British Columbia",Other financial assets,2,1957
1999,"Vancouver, British Columbia",Other financial assets,3,NA
1999,"Vancouver, British Columbia",Other financial assets,4,NA
1999,"Vancouver, British Columbia",Non-financial assets,0,31089
1999,"Vancouver, British Columbia",Non-financial assets,1,56947
1999,"Vancouver, British Columbia",Non-financial assets,2,73487
1999,"Vancouver, British Columbia",Non-financial assets,3,41178
1999,"Vancouver, British Columbia",Non-financial assets,4,39661
1999,"Vancouver, British Columbia",Principal residence,0,19667
1999,"Vancouver, British Columbia",Principal residence,1,41833
1999,"Vancouver, British Columbia",Principal residence,2,52405
1999,"Vancouver, British Columbia",Principal residence,3,26475
1999,"Vancouver, British Columbia",Principal residence,4,31780
1999,"Vancouver, British Columbia",Other real estate,0,NA
1999,"Vancouver, British Columbia",Other real estate,1,6003
1999,"Vancouver, British Columbia",Other real estate,2,10271
1999,"Vancouver, British Columbia",Other real estate,3,8832
1999,"Vancouver, British Columbia",Other real estate,4,3128
1999,"Vancouver, British Columbia",Vehicles,0,2375
1999,"Vancouver, British Columbia",Vehicles,1,3086
1999,"Vancouver, British Columbia",Vehicles,2,3771
1999,"Vancouver, British Columbia",Vehicles,3,1861
1999,"Vancouver, British Columbia",Vehicles,4,1301
1999,"Vancouver, British Columbia",Other non-financial assets,0,3211
1999,"Vancouver, British Columbia",Other non-financial assets,1,6025
1999,"Vancouver, British Columbia",Other non-financial assets,2,7039
1999,"Vancouver, British Columbia",Other non-financial assets,3,4010
1999,"Vancouver, British Columbia",Other non-financial assets,4,3452
1999,"Vancouver, British Columbia",Equity in business,0,1953
1999,"Vancouver, British Columbia",Equity in business,1,5844
1999,"Vancouver, British Columbia",Equity in business,2,3943
1999,"Vancouver, British Columbia",Equity in business,3,9299
1999,"Vancouver, British Columbia",Equity in business,4,4774
1999,"Vancouver, British Columbia",Total debts,0,14401
1999,"Vancouver, British Columbia",Total debts,1,20426
1999,"Vancouver, British Columbia",Total debts,2,22048
1999,"Vancouver, British Columbia",Total debts,3,7273
1999,"Vancouver, British Columbia",Total debts,4,1437
1999,"Vancouver, British Columbia",Mortgages,0,11169
1999,"Vancouver, British Columbia",Mortgages,1,17658
1999,"Vancouver, British Columbia",Mortgages,2,17912
1999,"Vancouver, British Columbia",Mortgages,3,6112
1999,"Vancouver, British Columbia",Mortgages,4,NA
1999,"Vancouver, British Columbia",Mortgage on principal residence,0,10286
1999,"Vancouver, British Columbia",Mortgage on principal residence,1,15882
1999,"Vancouver, British Columbia",Mortgage on principal residence,2,14698
1999,"Vancouver, British Columbia",Mortgage on principal residence,3,4001
1999,"Vancouver, British Columbia",Mortgage on principal residence,4,NA
1999,"Vancouver, British Columbia",Mortgage on other real estate,0,NA
1999,"Vancouver, British Columbia",Mortgage on other real estate,1,NA
1999,"Vancouver, British Columbia",Mortgage on other real estate,2,NA
1999,"Vancouver, British Columbia",Mortgage on other real estate,3,NA
1999,"Vancouver, British Columbia",Mortgage on other real estate,4,NA
1999,"Vancouver, British Columbia",Line of credit,0,908
1999,"Vancouver, British Columbia",Line of credit,1,851
1999,"Vancouver, British Columbia",Line of credit,2,2361
1999,"Vancouver, British Columbia",Line of credit,3,630
1999,"Vancouver, British Columbia",Line of credit,4,NA
1999,"Vancouver, British Columbia",Credit card and installment debt,0,444
1999,"Vancouver, British Columbia",Credit card and installment debt,1,513
1999,"Vancouver, British Columbia",Credit card and installment debt,2,383
1999,"Vancouver, British Columbia",Credit card and installment debt,3,285
1999,"Vancouver, British Columbia",Credit card and installment debt,4,NA
1999,"Vancouver, British Columbia",Student loans,0,812
1999,"Vancouver, British Columbia",Student loans,1,NA
1999,"Vancouver, British Columbia",Student loans,2,NA
1999,"Vancouver, British Columbia",Student loans,3,NA
1999,"Vancouver, British Columbia",Student loans,4,NA
1999,"Vancouver, British Columbia",Vehicle loans,0,735
1999,"Vancouver, British Columbia",Vehicle loans,1,557
1999,"Vancouver, British Columbia",Vehicle loans,2,767
1999,"Vancouver, British Columbia",Vehicle loans,3,NA
1999,"Vancouver, British Columbia",Vehicle loans,4,NA
1999,"Vancouver, British Columbia",Other debt,0,332
1999,"Vancouver, British Columbia",Other debt,1,644
1999,"Vancouver, British Columbia",Other debt,2,436
1999,"Vancouver, British Columbia",Other debt,3,NA
1999,"Vancouver, British Columbia",Other debt,4,NA
1999,"Vancouver, British Columbia",Net Worth (assets less debts),0,26804
1999,"Vancouver, British Columbia",Net Worth (assets less debts),1,59049
1999,"Vancouver, British Columbia",Net Worth (assets less debts),2,98494
1999,"Vancouver, British Columbia",Net Worth (assets less debts),3,78329
1999,"Vancouver, British Columbia",Net Worth (assets less debts),4,80957
2005,"Vancouver, British Columbia",Private pension assets,0,4748
2005,"Vancouver, British Columbia",Private pension assets,1,24663
2005,"Vancouver, British Columbia",Private pension assets,2,35481
2005,"Vancouver, British Columbia",Private pension assets,3,27650
2005,"Vancouver, British Columbia",Private pension assets,4,31913
2005,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,3807
2005,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,9315
2005,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,18952
2005,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,11086
2005,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,16550
2005,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),0,NA
2005,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),1,15348
2005,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),2,16529
2005,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),3,NA
2005,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),4,NA
2005,"Vancouver, British Columbia","Financial assets, non pension",0,8770
2005,"Vancouver, British Columbia","Financial assets, non pension",1,6834
2005,"Vancouver, British Columbia","Financial assets, non pension",2,12516
2005,"Vancouver, British Columbia","Financial assets, non pension",3,7299
2005,"Vancouver, British Columbia","Financial assets, non pension",4,34484
2005,"Vancouver, British Columbia",Deposits in financial institutions,0,5859
2005,"Vancouver, British Columbia",Deposits in financial institutions,1,3198
2005,"Vancouver, British Columbia",Deposits in financial institutions,2,5329
2005,"Vancouver, British Columbia",Deposits in financial institutions,3,2143
2005,"Vancouver, British Columbia",Deposits in financial institutions,4,10640
2005,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",0,NA
2005,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",1,NA
2005,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",2,NA
2005,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",3,NA
2005,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",4,NA
2005,"Vancouver, British Columbia",Stocks,0,NA
2005,"Vancouver, British Columbia",Stocks,1,NA
2005,"Vancouver, British Columbia",Stocks,2,NA
2005,"Vancouver, British Columbia",Stocks,3,NA
2005,"Vancouver, British Columbia",Stocks,4,NA
2005,"Vancouver, British Columbia",Bonds (saving and other),0,NA
2005,"Vancouver, British Columbia",Bonds (saving and other),1,NA
2005,"Vancouver, British Columbia",Bonds (saving and other),2,NA
2005,"Vancouver, British Columbia",Bonds (saving and other),3,NA
2005,"Vancouver, British Columbia",Bonds (saving and other),4,NA
2005,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),0,NA
2005,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),1,NA
2005,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),2,NA
2005,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),3,NA
2005,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),4,NA
2005,"Vancouver, British Columbia",Other financial assets,0,NA
2005,"Vancouver, British Columbia",Other financial assets,1,NA
2005,"Vancouver, British Columbia",Other financial assets,2,NA
2005,"Vancouver, British Columbia",Other financial assets,3,NA
2005,"Vancouver, British Columbia",Other financial assets,4,NA
2005,"Vancouver, British Columbia",Non-financial assets,0,53646
2005,"Vancouver, British Columbia",Non-financial assets,1,75532
2005,"Vancouver, British Columbia",Non-financial assets,2,91939
2005,"Vancouver, British Columbia",Non-financial assets,3,55501
2005,"Vancouver, British Columbia",Non-financial assets,4,95267
2005,"Vancouver, British Columbia",Principal residence,0,38550
2005,"Vancouver, British Columbia",Principal residence,1,52050
2005,"Vancouver, British Columbia",Principal residence,2,70074
2005,"Vancouver, British Columbia",Principal residence,3,42631
2005,"Vancouver, British Columbia",Principal residence,4,68466
2005,"Vancouver, British Columbia",Other real estate,0,NA
2005,"Vancouver, British Columbia",Other real estate,1,NA
2005,"Vancouver, British Columbia",Other real estate,2,NA
2005,"Vancouver, British Columbia",Other real estate,3,NA
2005,"Vancouver, British Columbia",Other real estate,4,NA
2005,"Vancouver, British Columbia",Vehicles,0,3071
2005,"Vancouver, British Columbia",Vehicles,1,3832
2005,"Vancouver, British Columbia",Vehicles,2,3890
2005,"Vancouver, British Columbia",Vehicles,3,1806
2005,"Vancouver, British Columbia",Vehicles,4,2775
2005,"Vancouver, British Columbia",Other non-financial assets,0,2671
2005,"Vancouver, British Columbia",Other non-financial assets,1,4434
2005,"Vancouver, British Columbia",Other non-financial assets,2,4077
2005,"Vancouver, British Columbia",Other non-financial assets,3,3779
2005,"Vancouver, British Columbia",Other non-financial assets,4,4750
2005,"Vancouver, British Columbia",Equity in business,0,NA
2005,"Vancouver, British Columbia",Equity in business,1,NA
2005,"Vancouver, British Columbia",Equity in business,2,NA
2005,"Vancouver, British Columbia",Equity in business,3,NA
2005,"Vancouver, British Columbia",Equity in business,4,NA
2005,"Vancouver, British Columbia",Total debts,0,23755
2005,"Vancouver, British Columbia",Total debts,1,31204
2005,"Vancouver, British Columbia",Total debts,2,17607
2005,"Vancouver, British Columbia",Total debts,3,8736
2005,"Vancouver, British Columbia",Total debts,4,NA
2005,"Vancouver, British Columbia",Mortgages,0,19739
2005,"Vancouver, British Columbia",Mortgages,1,28380
2005,"Vancouver, British Columbia",Mortgages,2,14789
2005,"Vancouver, British Columbia",Mortgages,3,NA
2005,"Vancouver, British Columbia",Mortgages,4,NA
2005,"Vancouver, British Columbia",Mortgage on principal residence,0,NA
2005,"Vancouver, British Columbia",Mortgage on principal residence,1,20168
2005,"Vancouver, British Columbia",Mortgage on principal residence,2,12181
2005,"Vancouver, British Columbia",Mortgage on principal residence,3,NA
2005,"Vancouver, British Columbia",Mortgage on principal residence,4,NA
2005,"Vancouver, British Columbia",Mortgage on other real estate,0,NA
2005,"Vancouver, British Columbia",Mortgage on other real estate,1,NA
2005,"Vancouver, British Columbia",Mortgage on other real estate,2,NA
2005,"Vancouver, British Columbia",Mortgage on other real estate,3,NA
2005,"Vancouver, British Columbia",Mortgage on other real estate,4,NA
2005,"Vancouver, British Columbia",Line of credit,0,NA
2005,"Vancouver, British Columbia",Line of credit,1,NA
2005,"Vancouver, British Columbia",Line of credit,2,NA
2005,"Vancouver, British Columbia",Line of credit,3,NA
2005,"Vancouver, British Columbia",Line of credit,4,NA
2005,"Vancouver, British Columbia",Credit card and installment debt,0,376
2005,"Vancouver, British Columbia",Credit card and installment debt,1,809
2005,"Vancouver, British Columbia",Credit card and installment debt,2,NA
2005,"Vancouver, British Columbia",Credit card and installment debt,3,NA
2005,"Vancouver, British Columbia",Credit card and installment debt,4,NA
2005,"Vancouver, British Columbia",Student loans,0,NA
2005,"Vancouver, British Columbia",Student loans,1,NA
2005,"Vancouver, British Columbia",Student loans,2,NA
2005,"Vancouver, British Columbia",Student loans,3,NA
2005,"Vancouver, British Columbia",Student loans,4,NA
2005,"Vancouver, British Columbia",Vehicle loans,0,NA
2005,"Vancouver, British Columbia",Vehicle loans,1,NA
2005,"Vancouver, British Columbia",Vehicle loans,2,NA
2005,"Vancouver, British Columbia",Vehicle loans,3,NA
2005,"Vancouver, British Columbia",Vehicle loans,4,NA
2005,"Vancouver, British Columbia",Other debt,0,NA
2005,"Vancouver, British Columbia",Other debt,1,NA
2005,"Vancouver, British Columbia",Other debt,2,NA
2005,"Vancouver, British Columbia",Other debt,3,NA
2005,"Vancouver, British Columbia",Other debt,4,NA
2005,"Vancouver, British Columbia",Net Worth (assets less debts),0,44871
2005,"Vancouver, British Columbia",Net Worth (assets less debts),1,99896
2005,"Vancouver, British Columbia",Net Worth (assets less debts),2,163038
2005,"Vancouver, British Columbia",Net Worth (assets less debts),3,86969
2005,"Vancouver, British Columbia",Net Worth (assets less debts),4,158860
2012,"Vancouver, British Columbia",Private pension assets,0,8612
2012,"Vancouver, British Columbia",Private pension assets,1,28753
2012,"Vancouver, British Columbia",Private pension assets,2,48188
2012,"Vancouver, British Columbia",Private pension assets,3,60823
2012,"Vancouver, British Columbia",Private pension assets,4,43209
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",0,3382
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",1,9936
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",2,21890
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",3,22663
2012,"Vancouver, British Columbia","Registered Retirement Savings Plans (RRSPs), Registered Retirement Income Funds (RRIFs), Locked-in Retirement Accounts (LIRAs) and other",4,15035
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),0,5230
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),1,18816
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),2,26299
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),3,38161
2012,"Vancouver, British Columbia",Employer-sponsored Registered Pension Plans (EPPs),4,28174
2012,"Vancouver, British Columbia","Financial assets, non pension",0,7092
2012,"Vancouver, British Columbia","Financial assets, non pension",1,15225
2012,"Vancouver, British Columbia","Financial assets, non pension",2,28283
2012,"Vancouver, British Columbia","Financial assets, non pension",3,28584
2012,"Vancouver, British Columbia","Financial assets, non pension",4,27220
2012,"Vancouver, British Columbia",Deposits in financial institutions,0,3403
2012,"Vancouver, British Columbia",Deposits in financial institutions,1,7653
2012,"Vancouver, British Columbia",Deposits in financial institutions,2,7301
2012,"Vancouver, British Columbia",Deposits in financial institutions,3,8477
2012,"Vancouver, British Columbia",Deposits in financial institutions,4,10491
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",0,NA
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",1,NA
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",2,6961
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",3,10226
2012,"Vancouver, British Columbia","Mutual funds, investment funds  and income trusts",4,5275
2012,"Vancouver, British Columbia",Stocks,0,NA
2012,"Vancouver, British Columbia",Stocks,1,NA
2012,"Vancouver, British Columbia",Stocks,2,5387
2012,"Vancouver, British Columbia",Stocks,3,5233
2012,"Vancouver, British Columbia",Stocks,4,7652
2012,"Vancouver, British Columbia",Bonds (saving and other),0,NA
2012,"Vancouver, British Columbia",Bonds (saving and other),1,NA
2012,"Vancouver, British Columbia",Bonds (saving and other),2,NA
2012,"Vancouver, British Columbia",Bonds (saving and other),3,NA
2012,"Vancouver, British Columbia",Bonds (saving and other),4,NA
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),0,748
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),1,651
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),2,1237
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),3,1377
2012,"Vancouver, British Columbia",Tax Free Saving Accounts (TFSA),4,1210
2012,"Vancouver, British Columbia",Other financial assets,0,1009
2012,"Vancouver, British Columbia",Other financial assets,1,3504
2012,"Vancouver, British Columbia",Other financial assets,2,6878
2012,"Vancouver, British Columbia",Other financial assets,3,2964
2012,"Vancouver, British Columbia",Other financial assets,4,2128
2012,"Vancouver, British Columbia",Non-financial assets,0,68026
2012,"Vancouver, British Columbia",Non-financial assets,1,157074
2012,"Vancouver, British Columbia",Non-financial assets,2,163854
2012,"Vancouver, British Columbia",Non-financial assets,3,121442
2012,"Vancouver, British Columbia",Non-financial assets,4,116624
2012,"Vancouver, British Columbia",Principal residence,0,48437
2012,"Vancouver, British Columbia",Principal residence,1,105963
2012,"Vancouver, British Columbia",Principal residence,2,112555
2012,"Vancouver, British Columbia",Principal residence,3,92399
2012,"Vancouver, British Columbia",Principal residence,4,85630
2012,"Vancouver, British Columbia",Other real estate,0,NA
2012,"Vancouver, British Columbia",Other real estate,1,40972
2012,"Vancouver, British Columbia",Other real estate,2,42581
2012,"Vancouver, British Columbia",Other real estate,3,19752
2012,"Vancouver, British Columbia",Other real estate,4,25262
2012,"Vancouver, British Columbia",Vehicles,0,2950
2012,"Vancouver, British Columbia",Vehicles,1,4504
2012,"Vancouver, British Columbia",Vehicles,2,3925
2012,"Vancouver, British Columbia",Vehicles,3,3715
2012,"Vancouver, British Columbia",Vehicles,4,2627
2012,"Vancouver, British Columbia",Other non-financial assets,0,3613
2012,"Vancouver, British Columbia",Other non-financial assets,1,5635
2012,"Vancouver, British Columbia",Other non-financial assets,2,4793
2012,"Vancouver, British Columbia",Other non-financial assets,3,5576
2012,"Vancouver, British Columbia",Other non-financial assets,4,3104
2012,"Vancouver, British Columbia",Equity in business,0,1951
2012,"Vancouver, British Columbia",Equity in business,1,8874
2012,"Vancouver, British Columbia",Equity in business,2,7474
2012,"Vancouver, British Columbia",Equity in business,3,17669
2012,"Vancouver, British Columbia",Equity in business,4,9295
2012,"Vancouver, British Columbia",Total debts,0,27600
2012,"Vancouver, British Columbia",Total debts,1,57807
2012,"Vancouver, British Columbia",Total debts,2,37367
2012,"Vancouver, British Columbia",Total debts,3,21755
2012,"Vancouver, British Columbia",Total debts,4,9879
2012,"Vancouver, British Columbia",Mortgages,0,21990
2012,"Vancouver, British Columbia",Mortgages,1,51774
2012,"Vancouver, British Columbia",Mortgages,2,31461
2012,"Vancouver, British Columbia",Mortgages,3,16412
2012,"Vancouver, British Columbia",Mortgages,4,NA
2012,"Vancouver, British Columbia",Mortgage on principal residence,0,18312
2012,"Vancouver, British Columbia",Mortgage on principal residence,1,43627
2012,"Vancouver, British Columbia",Mortgage on principal residence,2,25661
2012,"Vancouver, British Columbia",Mortgage on principal residence,3,13186
2012,"Vancouver, British Columbia",Mortgage on principal residence,4,NA
2012,"Vancouver, British Columbia",Mortgage on other real estate,0,NA
2012,"Vancouver, British Columbia",Mortgage on other real estate,1,NA
2012,"Vancouver, British Columbia",Mortgage on other real estate,2,5800
2012,"Vancouver, British Columbia",Mortgage on other real estate,3,NA
2012,"Vancouver, British Columbia",Mortgage on other real estate,4,NA
2012,"Vancouver, British Columbia",Line of credit,0,1472
2012,"Vancouver, British Columbia",Line of credit,1,3137
2012,"Vancouver, British Columbia",Line of credit,2,3482
2012,"Vancouver, British Columbia",Line of credit,3,3669
2012,"Vancouver, British Columbia",Line of credit,4,NA
2012,"Vancouver, British Columbia",Credit card and installment debt,0,632
2012,"Vancouver, British Columbia",Credit card and installment debt,1,689
2012,"Vancouver, British Columbia",Credit card and installment debt,2,619
2012,"Vancouver, British Columbia",Credit card and installment debt,3,552
2012,"Vancouver, British Columbia",Credit card and installment debt,4,NA
2012,"Vancouver, British Columbia",Student loans,0,2240
2012,"Vancouver, British Columbia",Student loans,1,NA
2012,"Vancouver, British Columbia",Student loans,2,NA
2012,"Vancouver, British Columbia",Student loans,3,NA
2012,"Vancouver, British Columbia",Student loans,4,NA
2012,"Vancouver, British Columbia",Vehicle loans,0,1070
2012,"Vancouver, British Columbia",Vehicle loans,1,1523
2012,"Vancouver, British Columbia",Vehicle loans,2,1112
